Producer Code,Product ID,Delivery Week,qty_actual,cost_actual,Price,qty_expected,cost_expected,Owns Land,Access to Water,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches),Unique Product,counts,probability_delivery
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3853,2,1.1791290057518489
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3854,3,1.1233226837060704
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,YMF_3702,2,1.1791290057518489
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,AGF_3404,3,1.1216397849462365
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3702,2,1.1791290057518489
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3826,3,1.1216397849462365
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3854,2,1.1791290057518489
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CAL_3153,3,1.1233226837060704
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LDX_3153,6,1.0320723684210527
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3153,6,1.093542074363992
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3828,5,1.1360454943132108
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MFP_3364,3,1.0177880897138438
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3758,3,1.1125
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3826,6,1.1031315240083508
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3702,2,1.1791290057518489
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3758,3,1.1125
BXF,3854,2022-08-29,7,36.5,40.52,12,36.5,True,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3826,6,1.1031315240083508
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3153,10,1.0906195715112912
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3404,4,1.129251700680272
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3702,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3826,5,1.1337099811676083
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,D2D_3754,3,1.1233226837060704
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,DTF_3202,8,1.0386424731182795
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,HAF_3758,1,1.087378640776699
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3153,4,1.1618172537008677
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3668,1,1.087378640776699
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3853,1,1.087378640776699
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3702,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3758,3,1.2122905027932962
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3759,4,1.1667756703727927
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3826,6,1.1031315240083508
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3854,3,1.098250336473755
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PBY_3668,1,1.087378640776699
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3458,7,1.0399379604497867
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3758,5,1.121638141809291
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3364,3,1.128454070201643
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3702,3,1.1233226837060704
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3853,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3854,3,1.1233226837060704
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,YMF_3702,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,AGF_3404,3,1.1216397849462365
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3702,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3826,3,1.1216397849462365
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3854,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CAL_3153,3,1.1233226837060704
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LDX_3153,6,1.0320723684210527
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3153,6,1.093542074363992
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3828,5,1.1360454943132108
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MFP_3364,3,1.0177880897138438
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3758,3,1.1125
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3826,6,1.1031315240083508
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3702,2,1.1791290057518489
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3758,3,1.1125
CAL,3153,2022-08-29,11,30.0,33.3,12,30.0,True,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3826,6,1.1031315240083508
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3153,10,1.0906195715112912
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3404,4,1.129251700680272
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3702,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3826,5,1.1337099811676083
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,D2D_3754,3,1.1233226837060704
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,DTF_3202,8,1.0386424731182795
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,HAF_3758,1,1.087378640776699
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3153,4,1.1618172537008677
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3668,1,1.087378640776699
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3853,1,1.087378640776699
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3702,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3758,3,1.2122905027932962
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3759,4,1.1667756703727927
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3826,6,1.1031315240083508
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3854,3,1.098250336473755
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PBY_3668,1,1.087378640776699
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3458,7,1.0399379604497867
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3758,5,1.121638141809291
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3364,3,1.128454070201643
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3702,3,1.1233226837060704
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3853,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3854,3,1.1233226837060704
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,YMF_3702,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,AGF_3404,3,1.1216397849462365
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3702,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3826,3,1.1216397849462365
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3854,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CAL_3153,3,1.1233226837060704
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LDX_3153,6,1.0320723684210527
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3153,6,1.093542074363992
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3828,5,1.1360454943132108
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MFP_3364,3,1.0177880897138438
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3758,3,1.1125
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3826,6,1.1031315240083508
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3702,2,1.1791290057518489
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3758,3,1.1125
LDX,3153,2022-08-29,21,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3826,6,1.1031315240083508
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3153,10,1.0906195715112912
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3404,4,1.129251700680272
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3702,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3826,5,1.1337099811676083
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,D2D_3754,3,1.1233226837060704
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,DTF_3202,8,1.0386424731182795
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,HAF_3758,1,1.087378640776699
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3153,4,1.1618172537008677
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3668,1,1.087378640776699
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3853,1,1.087378640776699
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3702,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3758,3,1.2122905027932962
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3759,4,1.1667756703727927
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3826,6,1.1031315240083508
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3854,3,1.098250336473755
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PBY_3668,1,1.087378640776699
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3458,7,1.0399379604497867
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3758,5,1.121638141809291
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3364,3,1.128454070201643
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3702,3,1.1233226837060704
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3853,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3854,3,1.1233226837060704
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,YMF_3702,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,AGF_3404,3,1.1216397849462365
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3702,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3826,3,1.1216397849462365
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3854,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CAL_3153,3,1.1233226837060704
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LDX_3153,6,1.0320723684210527
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3153,6,1.093542074363992
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3828,5,1.1360454943132108
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MFP_3364,3,1.0177880897138438
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3758,3,1.1125
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3826,6,1.1031315240083508
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3702,2,1.1791290057518489
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3758,3,1.1125
LFF,3153,2022-08-29,15,30.0,33.3,10,30.0,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3826,6,1.1031315240083508
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3153,10,1.0906195715112912
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3404,4,1.129251700680272
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3702,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3826,5,1.1337099811676083
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,D2D_3754,3,1.1233226837060704
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,DTF_3202,8,1.0386424731182795
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,HAF_3758,1,1.087378640776699
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3153,4,1.1618172537008677
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3668,1,1.087378640776699
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3853,1,1.087378640776699
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3702,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3758,3,1.2122905027932962
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3759,4,1.1667756703727927
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3826,6,1.1031315240083508
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MLG_3854,3,1.098250336473755
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PBY_3668,1,1.087378640776699
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3458,7,1.0399379604497867
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3758,5,1.121638141809291
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3364,3,1.128454070201643
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3702,3,1.1233226837060704
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3853,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,PLT_3854,3,1.1233226837060704
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,YMF_3702,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,AGF_3404,3,1.1216397849462365
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3702,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3826,3,1.1216397849462365
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,BXF_3854,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CAL_3153,3,1.1233226837060704
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LDX_3153,6,1.0320723684210527
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3153,6,1.093542074363992
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,LFF_3828,5,1.1360454943132108
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,MFP_3364,3,1.0177880897138438
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3758,3,1.1125
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,SXF_3826,6,1.1031315240083508
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3702,2,1.1791290057518489
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3758,3,1.1125
LFF,3828,2022-08-29,25,40.75,45.23,20,40.75,False,True,80.57142857142857,65.14285714285714,1.15,0.0,0.0,TXI_3826,6,1.1031315240083508
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3153,10,1.0906195715112912
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CBS_3404,4,1.129251700680272
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3702,2,1.1791290057518489
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,CVP_3826,5,1.1337099811676083
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,D2D_3754,3,1.1233226837060704
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,DTF_3202,8,1.0386424731182795
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,HAF_3758,1,1.087378640776699
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3153,4,1.1618172537008677
MFP,3364,2022-08-29,5,42.75,47.45,5,42.75,False,False,80.57142857142857,65.14285714285714,1.15,0.0,0.0,KHF_3668,1,1.087378640776699
